:START_ID(Point),:END_ID(Point),distance:double
"36.09256 -93.742529","36.0927 -93.74255",0.01567
"36.092609 -93.736199","36.092619 -93.735979",0.01979
"36.093172 -93.716033","36.093268 -93.716071",0.0112
"36.093558 -93.631491","36.09373 -93.631179",0.03392
"36.09373 -93.631179","36.093891 -93.630809",0.03774
"36.094422 -93.605538","36.095892 -93.605629",0.16356
"36.094555 -93.628196","36.09462 -93.627312",0.07971
"36.09484 -93.595651","36.095001 -93.595871",0.02665
"36.095768 -93.735088","36.09579 -93.735421",0.03
"36.0959 -93.510846","36.097759 -93.510748",0.20677
"36.096632 -93.679309","36.096761 -93.679148",0.02036
"36.096959 -93.71672","36.097142 -93.716758",0.02062
"36.097421 -93.438168","36.097721 -93.438522",0.04606
"36.097898 -93.437567","36.097952 -93.437669",0.01095
"36.098622 -93.489977","36.099008 -93.490047",0.04335
"36.098751 -93.720529","36.099051 -93.721377",0.08312
"36.098982 -93.623149","36.099802 -93.623412",0.09413
"36.099137 -93.51129","36.100409 -93.511639",0.14478
"36.099421 -93.745849","36.09947 -93.745978",0.0128
"36.099561 -93.713942","36.100822 -93.712037",0.22112
"36.099641 -93.724408","36.099727 -93.724638",0.02276
"36.099727 -93.724638","36.099802 -93.724531",0.01272
"36.100591 -93.728388","36.100789 -93.72842",0.02219
"36.10065 -93.738066","36.101498 -93.738157",0.09459
"36.101058 -93.501859","36.1019 -93.501918",0.09372
"36.101111 -93.544587","36.10124 -93.544678",0.0165
"36.101261 -93.72857","36.101481 -93.728678",0.0263
"36.101551 -93.544308","36.1019 -93.544067",0.04441
"36.101937 -93.752828","36.102291 -93.753327",0.05962
"36.10219 -93.44196","36.10227 -93.442052",0.01214
"36.10249 -93.728458","36.102501 -93.728377",0.00737
"36.102501 -93.728377","36.103262 -93.72761",0.10906
"36.102597 -93.512272","36.103128 -93.51254",0.06372
"36.102731 -93.723088","36.103 -93.722761",0.0419
"36.102812 -93.730158","36.102908 -93.730309",0.01725
"36.103252 -93.489258","36.103262 -93.488819",0.03943
"36.103702 -93.615569","36.104941 -93.614807",0.15374
"36.103869 -93.72901","36.104072 -93.728758",0.03195
"36.103919 -93.719019","36.106272 -93.71612",0.36894
"36.104351 -93.728608","36.10581 -93.728619",0.16213
"36.104378 -93.468831","36.104491 -93.46897",0.0177
"36.104829 -93.511397","36.105049 -93.511848",0.0473
"36.105027 -93.615349","36.105848 -93.614829",0.10249
"36.105692 -93.598178","36.105891 -93.597507",0.06417
"36.106132 -93.5938","36.106138 -93.594009",0.01878
"36.106159 -93.593548","36.106424 -93.592635",0.0871
"36.106218 -93.493191","36.106331 -93.493727",0.04973
"36.106288 -93.613917","36.107119 -93.613268",0.10919
"36.106492 -93.5924","36.106562 -93.59189",0.04644
"36.106578 -93.46955","36.107581 -93.469437",0.11192
"36.10661 -93.74226","36.10691 -93.742641",0.04776
"36.106642 -93.604727","36.106728 -93.60484",0.01394
"36.10691 -93.742641","36.10706 -93.742899",0.02854
"36.107291 -93.575658","36.107329 -93.575347",0.02824
"36.107329 -93.575347","36.107677 -93.574799",0.06258
"36.10735 -93.574118","36.107672 -93.574499",0.0495
"36.107511 -93.565068","36.107742 -93.564977",0.02694
"36.108198 -93.515625","36.10845 -93.51652",0.08509
"36.108241 -93.762989","36.108659 -93.763391",0.05882
"36.108321 -93.446627","36.108579 -93.446048",0.05936
"36.108718 -93.447867","36.108938 -93.44785",0.0245
"36.109249 -93.444911","36.109431 -93.44527",0.03805
"36.109651 -93.608161","36.11073 -93.60793",0.12168
"36.110091 -93.590952","36.110327 -93.59085",0.02778
"36.11015 -93.44336","36.110199 -93.44313",0.02135
"36.110681 -93.588988","36.110697 -93.589949",0.08629
"36.110719 -93.482778","36.111121 -93.48229",0.06257
"36.111851 -93.554227","36.111947 -93.554441",0.02197
"36.111969 -93.753097","36.112001 -93.752388",0.06375
"36.112269 -93.75351","36.113101 -93.754561",0.1321
"36.112462 -93.475418","36.112731 -93.475241",0.03385
"36.112661 -93.556308","36.112779 -93.556507",0.02216
"36.112741 -93.475719","36.112757 -93.475509",0.01894
"36.112881 -93.486801","36.11324 -93.48663",0.04275
"36.112908 -93.5567","36.113058 -93.556872",0.02272
"36.11317 -93.711587","36.113197 -93.711941",0.03192
"36.113181 -93.71119","36.113219 -93.710632",0.05027
"36.11331 -93.71009","36.113417 -93.709537",0.05105
"36.113691 -93.768798","36.113868 -93.76905",0.02998
"36.113712 -93.474887","36.114318 -93.474817",0.06763
"36.113739 -93.70795","36.1139 -93.707231",0.06698
"36.113911 -93.772258","36.114007 -93.771722",0.04929
"36.114072 -93.782601","36.11412 -93.783078",0.04315
"36.11412 -93.783078","36.1142 -93.783711",0.05752
"36.114249 -93.754481","36.11456 -93.754572",0.03551
"36.115 -93.615188","36.115118 -93.614947",0.0253
"36.115279 -93.711951","36.115939 -93.711871",0.07369
"36.115531 -93.791838","36.115702 -93.792471",0.05992
"36.115858 -93.792949","36.116067 -93.793469",0.05214
"36.115998 -93.752952","36.11603 -93.752458",0.04449
"36.11603 -93.752458","36.11604 -93.75234",0.01065
"36.116217 -93.442566","36.1164 -93.442491",0.02142
"36.116282 -93.660571","36.116368 -93.660668",0.01293
"36.116341 -93.774662","36.118521 -93.774639",0.24226
"36.1167 -93.733629","36.11758 -93.733838",0.09957
"36.116888 -93.47339","36.117172 -93.47316",0.03771
"36.116899 -93.795481","36.117328 -93.796049",0.0698
"36.116931 -93.63847","36.117591 -93.63884",0.08051
"36.116968 -93.682807","36.117129 -93.683091",0.03115
"36.117172 -93.47316","36.117312 -93.473149",0.01559
"36.117451 -93.714371","36.117521 -93.716179",0.16249
"36.11758 -93.733838","36.118331 -93.733999",0.0847
"36.117779 -93.68565","36.118369 -93.68617",0.08048
"36.118189 -93.722294","36.118739 -93.723201",0.10181
"36.118331 -93.733999","36.118589 -93.734048",0.02901
"36.118707 -93.774638","36.120579 -93.774619",0.20803
"36.118819 -93.610961","36.120471 -93.611481",0.18942
"36.119152 -93.674991","36.119189 -93.67549",0.04498
"36.119179 -93.67432","36.119222 -93.673827",0.04451
"36.119452 -93.447518","36.119538 -93.447877",0.03361
"36.119458 -93.665029","36.119602 -93.665077",0.01657
"36.119871 -93.638738","36.120412 -93.638818",0.06055
"36.120241 -93.576607","36.12038 -93.575518",0.09897
"36.120412 -93.638818","36.121281 -93.638666",0.09753
"36.120675 -93.779296","36.120718 -93.78156",0.20328
"36.120981 -93.567118","36.120992 -93.567032",0.00782
"36.121399 -93.688407","36.121459 -93.6886",0.01856
"36.121501 -93.7335","36.121518 -93.733651",0.01369
"36.12156 -93.665737","36.121641 -93.665952",0.02129
"36.121688 -93.666614","36.121748 -93.667089",0.04316
"36.121957 -93.731279","36.121957 -93.730689",0.05296
"36.12214 -93.465607","36.122542 -93.46544",0.04712
"36.122199 -93.533477","36.122269 -93.533408",0.00994
"36.122386 -93.731902","36.122612 -93.731778",0.02747
"36.122542 -93.691599","36.124511 -93.691207",0.22162
"36.12259 -93.733618","36.1228 -93.733608",0.02335
"36.122821 -93.56436","36.122828 -93.562206",0.19335
"36.123932 -93.762211","36.124838 -93.764008",0.19014
"36.124248 -93.441858","36.124361 -93.44188",0.01271
"36.124559 -93.765118","36.12486 -93.764179",0.09068
"36.12465 -93.771352","36.125112 -93.771357",0.05134
"36.124677 -93.62479","36.124801 -93.624817",0.01399
"36.125222 -93.490161","36.125251 -93.491849",0.15155
"36.125299 -93.69735","36.125358 -93.697232",0.01246
"36.125342 -93.552537","36.12553 -93.552269",0.03186
"36.125772 -93.527677","36.125835 -93.53111",0.30822
"36.125911 -93.442658","36.12686 -93.443081",0.11208
"36.126131 -93.532458","36.126818 -93.533037",0.09235
"36.126152 -93.543332","36.126362 -93.543718",0.04177
"36.126201 -93.734391","36.126651 -93.734498",0.05092
"36.126308 -93.619399","36.126319 -93.618927",0.04238
"36.126399 -93.61846","36.12656 -93.618047",0.04116
"36.126721 -93.620767","36.127 -93.621089",0.04239
"36.127161 -93.443001","36.12774 -93.442309",0.08943
"36.127762 -93.700059","36.128379 -93.700257",0.07083
"36.12781 -93.576457","36.127912 -93.576457",0.01133
"36.128062 -93.688182","36.12832 -93.68816",0.02874
"36.128159 -93.621781","36.128239 -93.621808",0.00921
"36.128631 -93.64105","36.12933 -93.641343",0.08201
"36.12899 -93.72091","36.12935 -93.720867",0.04019
"36.129312 -93.517658","36.129419 -93.517717",0.01302
"36.12933 -93.641343","36.130369 -93.641769",0.12163
"36.129838 -93.576897","36.130009 -93.57694",0.01939
"36.130288 -93.531197","36.130712 -93.531348",0.04903
"36.13038 -93.740281","36.13068 -93.740871",0.06257
"36.13105 -93.641817","36.131538 -93.64282",0.10509
"36.13134 -93.724569","36.131388 -93.72474",0.01625
"36.131399 -93.538611","36.131662 -93.54014",0.14031
"36.131662 -93.54014","36.131688 -93.540907",0.0689
"36.131688 -93.44424","36.13186 -93.443849",0.03996
"36.132702 -93.532769","36.133099 -93.532989",0.04833
"36.132842 -93.513098","36.132858 -93.513661",0.05056
"36.133099 -93.714151","36.133271 -93.714097",0.01972
"36.13333 -93.677507","36.133432 -93.677169",0.03238
"36.133421 -93.473462","36.134478 -93.473938",0.12499
"36.133652 -93.511628","36.133781 -93.511789",0.02035
"36.133968 -93.66548","36.13429 -93.661129",0.39213
"36.13407 -93.655679","36.134408 -93.654649",0.09978
"36.134081 -93.442411","36.134719 -93.442159",0.07442
"36.134188 -93.562161","36.13422 -93.562391",0.02095
"36.134392 -93.657508","36.13458 -93.657508",0.02089
"36.134591 -93.565181","36.13466 -93.566388",0.1086
"36.134617 -93.792638","36.135551 -93.794612",0.20533
"36.13473 -93.680237","36.13487 -93.680119",0.01882
"36.134768 -93.507068","36.134939 -93.508039",0.08919
"36.135068 -93.573297","36.13525 -93.574531",0.11258
"36.135272 -93.574681","36.135368 -93.575357",0.0616
"36.135288 -93.71215","36.135427 -93.711791",0.03573
"36.135422 -93.777859","36.135599 -93.776818",0.09548
"36.135578 -93.587041","36.136457 -93.586821",0.09965
"36.135739 -93.470869","36.136259 -93.469147",0.16499
"36.135808 -93.550509","36.13591 -93.550198",0.03013
"36.13583 -93.776051","36.136232 -93.774978",0.10616
"36.136211 -93.77883","36.138018 -93.778937",0.20103
"36.13657 -93.585641","36.138769 -93.585577",0.24443
"36.136651 -93.650271","36.136651 -93.649762",0.04568
"36.13687 -93.53131","36.136908 -93.532909",0.14357
"36.137428 -93.747351","36.137681 -93.747088",0.03671
"36.137681 -93.577868","36.139461 -93.578238",0.20057
"36.137729 -93.52895","36.13789 -93.528521",0.04245
"36.138491 -93.584488","36.138491 -93.584402",0.00772
"36.138517 -93.618369","36.138641 -93.61823",0.01859
"36.138641 -93.61823","36.138909 -93.617768",0.05105
"36.13871 -93.603928","36.139499 -93.603558",0.09375
"36.138791 -93.643791","36.138871 -93.643797",0.00891
"36.139499 -93.603558","36.139622 -93.603349",0.02321
"36.13951 -93.644558","36.139719 -93.644682",0.02575
"36.139531 -93.746391","36.13974 -93.746219",0.02789
"36.13974 -93.746219","36.139789 -93.746139",0.00901
"36.139869 -93.525597","36.14039 -93.524932",0.08315
"36.140272 -93.531981","36.141028 -93.531589",0.09108
"36.140288 -93.565288","36.14032 -93.565878",0.05307
"36.14106 -93.610907","36.1412 -93.611138",0.02592
"36.141232 -93.592792","36.141291 -93.59247",0.02963
"36.14136 -93.59115","36.141371 -93.591338",0.01692
"36.141859 -93.645041","36.142369 -93.645229",0.05913
"36.142272 -93.703921","36.14305 -93.704747",0.11388
"36.14238 -93.5464","36.142712 -93.5464",0.03689
"36.14305 -93.704747","36.14364 -93.705761",0.11215
"36.143361 -93.593602","36.143769 -93.593789",0.04834
"36.143571 -93.546599","36.143812 -93.546481",0.0288
"36.143597 -93.47419","36.144048 -93.473868",0.05785
"36.144021 -93.575309","36.144182 -93.575207",0.0201
"36.14415 -93.544051","36.144198 -93.54081",0.29089
"36.14422 -93.473637","36.14445 -93.47287",0.07342
"36.144552 -93.78259","36.145561 -93.785857",0.31388
"36.144998 -93.472119","36.145609 -93.471481",0.08881
"36.14525 -93.540768","36.145411 -93.540789",0.01799
"36.146548 -93.570427","36.146687 -93.570529",0.01795
"36.1471 -93.59681","36.147347 -93.596708",0.02893
"36.147208 -93.737567","36.147358 -93.73762",0.01733
"36.147937 -93.59615","36.148951 -93.595388",0.1318
"36.148018 -93.6236","36.148361 -93.624431",0.08374
"36.148152 -93.531621","36.148232 -93.5316",0.00909
"36.148157 -93.548358","36.148522 -93.54861",0.04644
"36.148522 -93.54861","36.14871 -93.548787",0.02624
"36.148581 -93.628288","36.149021 -93.62839",0.04974
"36.14894 -93.679427","36.148989 -93.68028",0.07673
"36.149042 -93.739117","36.149794 -93.739562",0.09262
"36.14975 -93.550869","36.149788 -93.54993",0.08436
"35.979881 -93.709141","35.980035 -93.709151",0.01714
"35.980128 -93.442507","35.980589 -93.442829",0.05885
"35.980219 -93.477188","35.980278 -93.477017",0.01672
"35.980357 -93.613228","35.980492 -93.61293",0.03071
"35.981469 -93.47449","35.981619 -93.474292",0.02439
"35.981791 -93.661612","35.982418 -93.661231",0.07764
"35.982477 -93.538037","35.98392 -93.538488",0.1654
"35.982477 -93.599867","35.984301 -93.599798",0.20279
"35.982499 -93.790508","35.982681 -93.78988",0.05998
"35.983722 -93.479238","35.984199 -93.479527",0.05903
"35.984188 -93.709489","35.985068 -93.709301",0.09924
"35.984382 -93.617119","35.984844 -93.617485",0.06098
"35.985342 -93.44755","35.985572 -93.447738",0.03064
"35.98539 -93.484929","35.985401 -93.485139",0.01892
"35.985401 -93.691288","35.985551 -93.691121",0.02244
"35.985449 -93.60734","35.985519 -93.60785",0.04651
"35.986061 -93.606938","35.986168 -93.606841",0.01475
"35.986538 -93.70317","35.987557 -93.703272",0.11361
"35.986812 -93.537629","35.98694 -93.537651",0.01436
"35.986881 -93.635691","35.988539 -93.637778",0.26298
"35.987402 -93.588001","35.98878 -93.586891",0.18278
"35.987842 -93.710289","35.98818 -93.710289",0.03756
"35.988008 -93.69199","35.988362 -93.69242",0.05516
"35.988748 -93.756101","35.989081 -93.75616",0.03738
"35.989011 -93.678569","35.989108 -93.678778",0.02166
"35.989419 -93.47036","35.98981 -93.468761",0.15019
"35.989671 -93.63384","35.989859 -93.633427",0.04261
"35.989698 -93.447137","35.990132 -93.44725",0.04929
"35.989928 -93.728222","35.990089 -93.728157",0.01882
"35.990272 -93.50688","35.9904 -93.507041",0.02029
"35.990647 -93.761368","35.990738 -93.761487",0.01472
"35.990878 -93.735582","35.991071 -93.736617",0.0955
"35.991269 -93.684282","35.991479 -93.68543",0.10582
"35.991291 -93.776807","35.991699 -93.776518",0.05226
"35.991302 -93.499928","35.99132 -93.499903",0.00301
"35.991849 -93.74358","35.991902 -93.743108",0.04284
"35.991929 -93.709001","35.992181 -93.709108",0.02961
"35.992018 -93.744799","35.992181 -93.745919",0.10232
"35.992128 -93.763568","35.992171 -93.763638",0.0079
"35.992519 -93.727288","35.992621 -93.727487",0.02118
"35.992611 -93.448972","35.99467 -93.449669",0.23723
"35.993002 -93.469351","35.993512 -93.469517",0.05861
"35.993018 -93.656939","35.99312 -93.656752",0.02028
"35.99304 -93.577449","35.993662 -93.57717",0.07353
"35.993211 -93.70979","35.993399 -93.709951",0.02542
"35.993641 -93.700509","35.993748 -93.701169",0.06052
"35.994327 -93.434708","35.994338 -93.434472",0.02125
"35.994381 -93.497418","35.994912 -93.497031",0.0685
"35.995261 -93.45211","35.995298 -93.451547",0.05078
"35.99532 -93.663082","35.996628 -93.661081",0.23128
"35.995518 -93.62677","35.995609 -93.626727",0.01083
"35.995529 -93.449889","35.995599 -93.44961",0.02626
"35.996591 -93.69691","35.997122 -93.698208",0.13077
"35.996768 -93.660829","35.996891 -93.66056",0.02778
"35.997648 -93.6423","35.997648 -93.64201",0.02607
"35.997728 -93.446461","35.997868 -93.446348",0.01858
"35.997959 -93.698058","35.998002 -93.698439",0.03459
"35.998179 -93.483497","35.998308 -93.48398",0.04573
"35.998967 -93.552821","35.999611 -93.551888",0.11026
"35.99981 -93.712161","36.000421 -93.711651",0.08193
"36.00062 -93.445281","36.00166 -93.445098",0.11674
"36.000759 -93.770349","36.001569 -93.770338",0.09002
"36.000861 -93.570047","36.00144 -93.569269",0.09504
"36.000958 -93.703578","36.001119 -93.703631",0.01851
"36.001038 -93.597689","36.00122 -93.5977",0.02025
"36.001532 -93.554758","36.001752 -93.555058",0.0364
"36.00166 -93.769512","36.001982 -93.769512",0.03578
"36.001752 -93.555058","36.002948 -93.55773",0.27453
"36.002138 -93.780128","36.002331 -93.780219",0.02295
"36.002578 -93.780927","36.002642 -93.781898",0.08758
"36.002631 -93.76927","36.002867 -93.768991",0.03629
"36.003731 -93.720052","36.004117 -93.71981",0.0481
"36.003822 -93.742057","36.004021 -93.743188",0.10405
"36.004069 -93.768551","36.004208 -93.768417",0.01959
"36.004101 -93.564419","36.004348 -93.563958",0.04971
"36.004262 -93.737518","36.004348 -93.736601",0.08299
"36.00445 -93.770821","36.004718 -93.770939",0.03161
"36.004482 -93.563829","36.005061 -93.563561",0.0687
"36.004632 -93.568078","36.004782 -93.568201",0.02
"36.005077 -93.559377","36.005271 -93.559618",0.03056
"36.005201 -93.568491","36.005469 -93.5684",0.03088
"36.005828 -93.499778","36.005952 -93.499858",0.01554
"36.006451 -93.561941","36.006649 -93.561968",0.02214
"36.006558 -93.52027","36.006912 -93.520007",0.0459
"36.006708 -93.48295","36.007009 -93.483127",0.03704
"36.0074 -93.56804","36.00755 -93.568319",0.03011
"36.00769 -93.668591","36.008709 -93.667711",0.13813
"36.007792 -93.576849","36.007899 -93.576988",0.01725
"36.00821 -93.709141","36.008436 -93.707607",0.14016
"36.008672 -93.538327","36.008822 -93.538107",0.02586
"36.008684 -93.74684","36.009197 -93.746809",0.05708
"36.008698 -93.51814","36.008849 -93.518108",0.01702
"36.008838 -93.571908","36.008918 -93.571709",0.01998
"36.008881 -93.667631","36.009278 -93.667529",0.04506
"36.00916 -93.560611","36.009219 -93.560401",0.01998
"36.009181 -93.7106","36.009299 -93.710449",0.01887
"36.009299 -93.571549","36.009342 -93.572697",0.10331
"36.01012 -93.439219","36.010281 -93.43938",0.02301
"36.011059 -93.567032","36.011847 -93.567649",0.10365
"36.011391 -93.536278","36.011831 -93.536197",0.04943
"36.012228 -93.677769","36.012437 -93.677737",0.0234
"36.012341 -93.442518","36.012518 -93.442261",0.03034
"36.012588 -93.71267","36.012808 -93.712788",0.02665
"36.01307 -93.664036","36.013339 -93.66416",0.0319
"36.013441 -93.749218","36.013612 -93.749497",0.03146
"36.013907 -93.712799","36.016021 -93.71193",0.24756
"36.014181 -93.556078","36.01424 -93.555868",0.01998
"36.014948 -93.664669","36.015002 -93.666231",0.14053
"36.015061 -93.53055","36.015087 -93.530827",0.02507
"36.015426 -93.536739","36.015431 -93.536739",0.00056
"36.015458 -93.48347","36.015779 -93.483299",0.03884
"36.015871 -93.536937","36.016332 -93.536379",0.07169
"36.01601 -93.647337","36.01616 -93.647128",0.02511
"36.016252 -93.544201","36.01637 -93.543761",0.04167
"36.017019 -93.579869","36.017442 -93.580507",0.07415
"36.017432 -93.732497","36.017662 -93.732427",0.02632
"36.017491 -93.497579","36.017957 -93.498077",0.06845
"36.018038 -93.438677","36.018102 -93.438119",0.05066
"36.018092 -93.605248","36.01866 -93.605371",0.06408
"36.018242 -93.770767","36.018499 -93.77162",0.08182
