:START_ID(Point),:END_ID(Point),distance:double
"36.132252 -93.599808","36.132579 -93.599567",0.04229
"36.132402 -93.78001","36.132472 -93.779967",0.00868
"36.132718 -93.63457","36.132981 -93.635889",0.12194
"36.133239 -93.47338","36.133421 -93.473462",0.02152
"36.133641 -93.599159","36.134011 -93.599148",0.04113
"36.133861 -93.642831","36.13407 -93.642809",0.02331
"36.134521 -93.78811","36.134719 -93.787971",0.02529
"36.134778 -93.570599","36.134837 -93.571468",0.07827
"36.135122 -93.70427","36.135208 -93.704291",0.00974
"36.135782 -93.577117","36.135798 -93.577187",0.00653
"36.136028 -93.598977","36.136409 -93.598768",0.04631
"36.13605 -93.54979","36.136237 -93.549318",0.04718
"36.13613 -93.548938","36.136602 -93.54853",0.06397
"36.136431 -93.741161","36.13687 -93.742019",0.09115
"36.136511 -93.576827","36.136758 -93.576988",0.03102
"36.137058 -93.436907","36.137069 -93.437159",0.02265
"36.137139 -93.737668","36.137922 -93.736601",0.12939
"36.137938 -93.537377","36.137959 -93.537887",0.04583
"36.138029 -93.679717","36.138448 -93.679717",0.04656
"36.138169 -93.707687","36.138662 -93.707821",0.05609
"36.138662 -93.498061","36.138769 -93.498088",0.01213
"36.138941 -93.771818","36.13922 -93.77169",0.03306
"36.13974 -93.586317","36.13988 -93.586649",0.03361
"36.140239 -93.565959","36.14032 -93.565878",0.01157
"36.140422 -93.587438","36.140631 -93.587851",0.04374
"36.140438 -93.594717","36.140701 -93.594278",0.04905
"36.140439 -93.51171","36.140888 -93.512207",0.06692
"36.140808 -93.609899","36.14106 -93.60962",0.03756
"36.140958 -93.731349","36.141479 -93.731489",0.05924
"36.141232 -93.590388","36.141301 -93.59041",0.00792
"36.14128 -93.695027","36.142348 -93.692672",0.24238
"36.141371 -93.591338","36.141731 -93.591338",0.04001
"36.142712 -93.5464","36.143211 -93.546481",0.05593
"36.142787 -93.691787","36.143372 -93.69095",0.09934
"36.143292 -93.679497","36.143512 -93.679507",0.02446
"36.143431 -93.645331","36.143979 -93.645281",0.06106
"36.143571 -93.546599","36.144799 -93.547199",0.1467
"36.146682 -93.497691","36.146838 -93.497788",0.0194
"36.147658 -93.787837","36.148307 -93.787869",0.07218
"36.147937 -93.530141","36.148302 -93.53101",0.0879
"36.148739 -93.483875","36.148915 -93.484246",0.03861
"36.149482 -93.621379","36.15011 -93.620831",0.08537
"36.149788 -93.557338","36.149809 -93.556281",0.09487
"35.987321 -93.47338","35.98745 -93.473128",0.02681
"35.987922 -93.727208","35.988298 -93.72731",0.04278
"35.989242 -93.471427","35.989301 -93.471261",0.0163
"35.98936 -93.756042","35.989639 -93.755779",0.03899
"35.989367 -93.470719","35.989419 -93.47036",0.03279
"35.989569 -93.679711","35.989679 -93.680033",0.03143
"35.989639 -93.755779","35.990041 -93.755108",0.07507
"35.989928 -93.468611","35.990508 -93.468638",0.0645
"35.989971 -93.506961","35.990272 -93.50688",0.03423
"35.990288 -93.76272","35.99076 -93.761771",0.10016
"35.991259 -93.574832","35.991259 -93.573651",0.10619
"35.991902 -93.576039","35.992128 -93.576371",0.03901
"35.992278 -93.696497","35.993308 -93.69632",0.11556
"35.992739 -93.745957","35.992868 -93.74586",0.01678
"35.992879 -93.775048","35.993512 -93.774619",0.08022
"35.99297 -93.766277","35.993029 -93.766341",0.00872
"35.993168 -93.779978","35.993573 -93.780715",0.0801
"35.993227 -93.699007","35.993238 -93.6992",0.0174
"35.993421 -93.603998","35.994858 -93.603848",0.16026
"35.993598 -93.773991","35.993651 -93.774388",0.03618
"35.993678 -93.69714","35.993818 -93.696679",0.04427
"35.993812 -93.744068","35.99408 -93.744068",0.02978
"35.994912 -93.497031","35.995491 -93.496897",0.06546
"35.995554 -93.511133","35.996602 -93.511558",0.12257
"35.995759 -93.794859","35.996049 -93.795331",0.05329
"35.99577 -93.603231","35.995802 -93.603027",0.01868
"35.995877 -93.69603","35.996591 -93.69691",0.11205
"35.996189 -93.785428","35.996451 -93.785482",0.02952
"35.997058 -93.585619","35.99731 -93.585577",0.02826
"35.99716 -93.638529","35.997321 -93.63891",0.03864
"35.99717 -93.629077","35.997498 -93.629849",0.0784
"35.997412 -93.713877","35.997519 -93.713931",0.01284
"35.997932 -93.786737","36.000051 -93.788341",0.27612
"35.998157 -93.650379","35.998538 -93.64996",0.05667
"35.99827 -93.702521","35.999509 -93.703197",0.1505
"35.998801 -93.47213","35.999252 -93.472398",0.05561
"35.998882 -93.696867","35.999069 -93.696641",0.02906
"35.999279 -93.627811","35.99967 -93.628267",0.05974
"35.99967 -93.628267","35.999681 -93.627001",0.11382
"35.99967 -93.628267","35.999788 -93.62847",0.02247
"35.999788 -93.445308","36.00062 -93.445281",0.09249
"35.999938 -93.571109","36.000051 -93.570932",0.02027
"36.000103 -93.703415","36.000958 -93.703578",0.09614
"36.000571 -93.598049","36.000738 -93.59785",0.02578
"36.000882 -93.544008","36.00106 -93.544211",0.02691
"36.00106 -93.791618","36.001231 -93.7901",0.13779
"36.001188 -93.789859","36.001231 -93.7901",0.02219
"36.001371 -93.567418","36.001912 -93.56782",0.07015
"36.001521 -93.720862","36.002578 -93.72002",0.13974
"36.00187 -93.788411","36.002111 -93.787681",0.07088
"36.002288 -93.629141","36.003733 -93.62929",0.16113
"36.00232 -93.519771","36.002878 -93.519889",0.06291
"36.002352 -93.769437","36.002572 -93.76934",0.02596
"36.00247 -93.782869","36.002642 -93.781898",0.08936
"36.002497 -93.58106","36.003549 -93.58077",0.11978
"36.002551 -93.56598","36.002771 -93.56605",0.02524
"36.003211 -93.485149","36.004101 -93.485171",0.09892
"36.003431 -93.719419","36.005077 -93.718577",0.19796
"36.00349 -93.531868","36.003522 -93.532072",0.01868
"36.00349 -93.74049","36.00349 -93.74034",0.01348
"36.003601 -93.741318","36.003618 -93.741542",0.02023
"36.004568 -93.580641","36.005292 -93.58084",0.08242
"36.004782 -93.497128","36.004858 -93.49709",0.00911
"36.004782 -93.568201","36.005002 -93.568459",0.0337
"36.005077 -93.718577","36.005158 -93.718839",0.02521
"36.005592 -93.59659","36.005839 -93.596118",0.05053
"36.005662 -93.746327","36.005748 -93.746348",0.00974
"36.005732 -93.482022","36.00636 -93.482698",0.09254
"36.005802 -93.769319","36.006209 -93.769351",0.04532
"36.00636 -93.482698","36.006708 -93.48295",0.04482
"36.006381 -93.698197","36.006901 -93.701609",0.31212
"36.006579 -93.483331","36.007009 -93.483127",0.05118
"36.006622 -93.566801","36.00718 -93.567488",0.08752
"36.006982 -93.601777","36.007078 -93.601911",0.01609
"36.00755 -93.568319","36.007652 -93.5684",0.01347
"36.008178 -93.538472","36.00843 -93.538439",0.02816
"36.008436 -93.707607","36.008532 -93.706957",0.0594
"36.00894 -93.650577","36.009122 -93.65032",0.0307
"36.008951 -93.57981","36.00909 -93.57989",0.01704
"36.009358 -93.564199","36.009541 -93.56465",0.04536
"36.00953 -93.722959","36.009702 -93.724708",0.15838
"36.00982 -93.5592","36.009948 -93.55906",0.01899
"36.010072 -93.578367","36.010141 -93.578667",0.02804
"36.01042 -93.43953","36.01056 -93.439691",0.02125
"36.010839 -93.64996","36.011048 -93.649408",0.05479
"36.01115 -93.495417","36.011425 -93.495408",0.03057
"36.01211 -93.677898","36.012134 -93.678348",0.04054
"36.012781 -93.476518","36.013371 -93.47765",0.12105
"36.013339 -93.66416","36.013687 -93.664219",0.03903
"36.013548 -93.730089","36.013988 -93.730807",0.08097
"36.014052 -93.445018","36.014218 -93.445158",0.02233
"36.01439 -93.520029","36.014422 -93.518881",0.10325
"36.014771 -93.652921","36.01483 -93.653919",0.08994
"36.0149 -93.666231","36.015002 -93.666231",0.01133
"36.01572 -93.546679","36.016021 -93.545177",0.13909
"36.016262 -93.663307","36.017051 -93.661488",0.18552
"36.016402 -93.579547","36.017019 -93.579869",0.07442
"36.016552 -93.711737","36.01836 -93.711158",0.20754
"36.018057 -93.485932","36.018108 -93.486008",0.00888
"36.018478 -93.63399","36.018682 -93.633931",0.02328
"36.018869 -93.54022","36.019899 -93.540258",0.11451
"36.018987 -93.605387","36.019122 -93.60535",0.01537
"36.019577 -93.512658","36.019797 -93.512529",0.02706
"36.020232 -93.782048","36.020371 -93.782429",0.03757
"36.020388 -93.785347","36.020919 -93.787488",0.20127
"36.0205 -93.512272","36.021332 -93.512181",0.09282
"36.020532 -93.748161","36.020618 -93.747459",0.06381
"36.02072 -93.745699","36.020929 -93.74549",0.02987
"36.021332 -93.465778","36.021578 -93.466358",0.05886
"36.021578 -93.466358","36.021707 -93.466588",0.02516
"36.0216 -93.53425","36.022029 -93.534169",0.04823
"36.021691 -93.75057","36.02204 -93.751128",0.0634
"36.021707 -93.466588","36.021798 -93.466781",0.02008
"36.021707 -93.742207","36.02234 -93.741322",0.10618
"36.021772 -93.773138","36.022388 -93.773449",0.07394
"36.021949 -93.62478","36.022018 -93.624951",0.01718
"36.02227 -93.790079","36.022968 -93.791318",0.13571
"35.990851 -93.695917","35.991189 -93.695901",0.03759
"35.991254 -93.738281","35.991289 -93.738595",0.0285
"35.991468 -93.575878","35.991902 -93.576039",0.05035
"35.991752 -93.628031","35.991919 -93.627489",0.05215
"35.992171 -93.746278","35.992208 -93.74674",0.04174
"35.992181 -93.709108","35.992417 -93.709248",0.02909
"35.992181 -93.750548","35.992278 -93.750039",0.04702
"35.992208 -93.74674","35.992401 -93.74755",0.07592
"35.992369 -93.772602","35.993002 -93.773138",0.08527
"35.992498 -93.626861","35.993469 -93.627247",0.11335
"35.992568 -93.728361","35.992621 -93.727487",0.0788
"35.992868 -93.74586","35.993549 -93.744299",0.15945
"35.993952 -93.495159","35.995282 -93.494397",0.1629
"35.993978 -93.710407","35.994032 -93.71046",0.00766
"35.994982 -93.711458","35.995888 -93.712558",0.14113
"35.995309 -93.511049","35.995554 -93.511133",0.02825
"35.99532 -93.794499","35.995759 -93.794859",0.05854
"35.995481 -93.603649","35.995647 -93.603515",0.02203
"35.995529 -93.449889","35.995572 -93.45071",0.07397
"35.995888 -93.712558","35.996779 -93.71303",0.10772
"35.995947 -93.497182","35.996312 -93.497418",0.04578
"35.996049 -93.795331","35.996114 -93.795494",0.01634
"35.996103 -93.656582","35.997229 -93.656521",0.12525
"35.996232 -93.57679","35.997111 -93.576098",0.11581
"35.996639 -93.665587","35.99709 -93.665732",0.05179
"35.997101 -93.724611","35.999139 -93.72378",0.23848
"35.997321 -93.702301","35.997331 -93.701899",0.03616
"35.99738 -93.583098","35.998511 -93.582771",0.12908
"35.997859 -93.653205","35.998015 -93.652533",0.06285
"35.9982 -93.772827","35.998388 -93.772537",0.03341
"35.998592 -93.71127","35.998629 -93.711501",0.02117
"35.998967 -93.445549","35.999788 -93.445308",0.09377
"35.99922 -93.71237","35.9993 -93.712311",0.01035
"35.9993 -93.712311","35.99981 -93.712161",0.05826
"35.999332 -93.771427","35.99967 -93.77096",0.05633
"36.000689 -93.778347","36.000748 -93.779302",0.08611
"36.000909 -93.79319","36.00099 -93.793979",0.0715
"36.001102 -93.796361","36.001178 -93.797981",0.14588
"36.001279 -93.685639","36.001955 -93.68481",0.10582
"36.001371 -93.644827","36.001918 -93.645041",0.06376
"36.002041 -93.665517","36.00246 -93.665571",0.04681
"36.002497 -93.783298","36.002712 -93.784001",0.06756
"36.002529 -93.596912","36.002642 -93.596777",0.01746
"36.00294 -93.519889","36.003409 -93.519889",0.05212
"36.003307 -93.44468","36.003629 -93.44461",0.03633
"36.003479 -93.768637","36.003892 -93.7686",0.04602
"36.0035 -93.78428","36.003892 -93.78458",0.05123
"36.003549 -93.719741","36.003618 -93.719977",0.02256
"36.004031 -93.564618","36.004101 -93.564419",0.01951
"36.004275 -93.536278","36.004337 -93.53654",0.02454
"36.004439 -93.49774","36.004487 -93.497681",0.00752
"36.004487 -93.567321","36.004568 -93.567477",0.01666
"36.005086 -93.735303","36.005411 -93.734851",0.05436
"36.005651 -93.561319","36.005861 -93.561598",0.03426
"36.005721 -93.435539","36.005737 -93.435561",0.00266
"36.005759 -93.567911","36.005828 -93.5676",0.02899
"36.005968 -93.538209","36.006242 -93.538198",0.03046
"36.006531 -93.70796","36.007599 -93.708588",0.13142
"36.006912 -93.434638","36.006917 -93.434557",0.0073
"36.007239 -93.602008","36.008419 -93.602432",0.13655
"36.007599 -93.708588","36.007792 -93.708727",0.02482
"36.007792 -93.51968","36.007899 -93.51968",0.01189
"36.0085 -93.71083","36.0088 -93.710798",0.03346
"36.008929 -93.570749","36.009069 -93.570937",0.02297
"36.008977 -93.580099","36.00909 -93.57989",0.0226
"36.009069 -93.570937","36.009299 -93.571549",0.06066
"36.009122 -93.65032","36.009632 -93.650271",0.05684
"36.009278 -93.560197","36.009412 -93.559849",0.03465
"36.00975 -93.746611","36.009981 -93.746557",0.02612
"36.010222 -93.443731","36.010259 -93.44365",0.00836
"36.010919 -93.56936","36.011322 -93.568148",0.11779
"36.010968 -93.440249","36.011402 -93.440941",0.07871
"36.011032 -93.74697","36.011477 -93.747282",0.05685
"36.011091 -93.518237","36.012298 -93.51733",0.15696
"36.01174 -93.448269","36.011831 -93.44866",0.03657
"36.011778 -93.60271","36.01422 -93.604724",0.32621
"36.011831 -93.536197","36.011998 -93.536079",0.02138
"36.011847 -93.567649","36.012019 -93.567777",0.02231
"36.012008 -93.747888","36.012598 -93.748311",0.07579
"36.012134 -93.678348","36.012158 -93.67896",0.05508
"36.012352 -93.567997","36.012518 -93.568089",0.02022
"36.013119 -93.494891","36.013441 -93.49503",0.0379
"36.013762 -93.536648","36.013929 -93.536707",0.0193
"36.0141 -93.484039","36.01424 -93.484001",0.01593
"36.014481 -93.449009","36.01469 -93.448972",0.02346
"36.014562 -93.551668","36.014712 -93.55096",0.06579
"36.014937 -93.52888","36.01535 -93.528601",0.0523
"36.016021 -93.532549","36.016101 -93.532737",0.01909
"36.01616 -93.647128","36.016187 -93.64701",0.01102
"36.016241 -93.756701","36.016557 -93.757629",0.0905
"36.016268 -93.766148","36.016482 -93.765279",0.08165
"36.016429 -93.600817","36.01667 -93.60071",0.02846
"36.01674 -93.57002","36.018419 -93.570277",0.188
"36.017051 -93.661081","36.017121 -93.661268",0.01852
"36.017072 -93.4491","36.01726 -93.448918",0.02653
"36.017099 -93.448339","36.017223 -93.448532",0.02215
"36.017223 -93.448532","36.017341 -93.448752",0.02373
"36.01785 -93.761261","36.017898 -93.761529",0.02467
"36.017861 -93.441987","36.01821 -93.442368",0.05174
"36.01821 -93.442368","36.01829 -93.442379",0.00894
"36.018252 -93.760092","36.018301 -93.76051",0.03796
"36.019438 -93.66703","36.020581 -93.667228",0.12826
"36.020489 -93.7583","36.02072 -93.757989",0.03795
"36.020709 -93.437089","36.020827 -93.437047",0.01365
"36.02087 -93.780981","36.02241 -93.780992",0.17114
"36.021031 -93.732267","36.022201 -93.7321",0.13088
"36.021101 -93.60072","36.021262 -93.60071",0.01791
"36.02116 -93.731478","36.021369 -93.73121",0.03346
"36.021342 -93.582782","36.02204 -93.58269",0.078
"36.02204 -93.58269","36.022818 -93.582771",0.08676
"36.02227 -93.467447","36.022539 -93.467731",0.03931
"36.02234 -93.729692","36.022619 -93.729627",0.03155
"36.023628 -93.684529","36.023778 -93.68477",0.02733
"36.023917 -93.776689","36.023949 -93.776378",0.02818
"36.023982 -93.76036","36.024432 -93.759899",0.06494
"36.024481 -93.600688","36.024802 -93.600581",0.03694
"36.024792 -93.580282","36.024808 -93.580051",0.02084
"36.024802 -93.577117","36.024878 -93.577369",0.02417
"36.024899 -93.628749","36.02491 -93.62854",0.01882
"36.024958 -93.600441","36.025049 -93.60049",0.01103
"36.02499 -93.627097","36.025232 -93.625692",0.1291
"36.025301 -93.668441","36.025521 -93.668661",0.03144
"36.025918 -93.584091","36.026068 -93.584471",0.038
"36.02617 -93.584858","36.026197 -93.585067",0.01902
"36.026288 -93.738698","36.027141 -93.738371",0.09924
"36.026642 -93.475499","36.026921 -93.475429",0.03164
"36.02741 -93.671917","36.027898 -93.672432",0.07129
"36.027629 -93.533129","36.028021 -93.532941",0.04672
"36.027898 -93.672432","36.028321 -93.672598",0.04932
"36.027951 -93.475037","36.028348 -93.475021",0.04414
"36.028928 -93.568351","36.029861 -93.568319",0.10372
"36.028949 -93.436537","36.029142 -93.436827",0.03375
"36.029078 -93.672748","36.030102 -93.672807",0.11392
"36.029099 -93.65459","36.029228 -93.65467",0.01604
"36.029362 -93.654638","36.029502 -93.655201",0.05293
"36.029469 -93.688809","36.029518 -93.68882",0.00553
"36.029877 -93.56863","36.029931 -93.569349",0.06489
"36.03014 -93.604127","36.030322 -93.604422",0.03334
"36.030371 -93.604567","36.030408 -93.604738",0.01591
"36.031079 -93.718748","36.031122 -93.71856",0.01756
"36.031288 -93.539641","36.03205 -93.539539",0.08517
"36.03154 -93.54566","36.031572 -93.54632",0.05942
"36.031599 -93.441767","36.031749 -93.441848",0.01819
"36.031658 -93.475461","36.031862 -93.475638",0.02769
"36.032098 -93.473702","36.032651 -93.47302",0.08679
"36.032098 -93.511279","36.032211 -93.511628",0.03378
"36.033579 -93.598639","36.033809 -93.598108",0.05413
"36.034147 -93.73313","36.035 -93.73349",0.10016
"36.034571 -93.661617","36.034898 -93.661778",0.03911
"36.034571 -93.703417","36.034818 -93.703481",0.02804
"36.034882 -93.691298","36.03669 -93.690612",0.21016
"36.035156 -93.540006","36.035392 -93.539909",0.02764
"36.035199 -93.676031","36.036438 -93.676337",0.1404
"36.035252 -93.707301","36.035392 -93.70722",0.01718
"36.03603 -93.513479","36.036899 -93.513388",0.09691
"36.036722 -93.704468","36.03698 -93.704597",0.03093
"36.037108 -93.676648","36.037371 -93.676868",0.03528
"36.037387 -93.73048","36.037511 -93.729901",0.05382
"36.0378 -93.742352","36.038299 -93.742448",0.05612
"36.03809 -93.704929","36.039018 -93.705112",0.10443
"36.03853 -93.661301","36.038739 -93.66137",0.02404
"36.03875 -93.603987","36.040912 -93.604576",0.24601
"36.03904 -93.539587","36.039179 -93.539829",0.02667
"36.039329 -93.705117","36.039501 -93.70509",0.01927
"36.039651 -93.705047","36.039769 -93.704999",0.0138
"36.03978 -93.70111","36.041727 -93.700622",0.22076
"36.040252 -93.684861","36.040488 -93.684598",0.0353
"36.04067 -93.51512","36.04074 -93.51519",0.01
"36.040928 -93.450538","36.041609 -93.450527",0.07568
"36.041148 -93.682817","36.041212 -93.683107",0.02701
"36.04118 -93.696829","36.041352 -93.697248",0.04222
"36.04162 -93.69773","36.04177 -93.699538",0.16331
"36.041631 -93.517679","36.041652 -93.518891",0.10893
"36.04177 -93.699538","36.041942 -93.700037",0.04874
"36.04192 -93.67933","36.042081 -93.679159",0.02358
"36.042151 -93.568829","36.042258 -93.568738",0.01443
"36.042591 -93.764979","36.043449 -93.764668",0.09936
"36.042768 -93.676509","36.042918 -93.676868",0.03631
"36.042789 -93.640261","36.042988 -93.640658",0.04197
"36.04294 -93.740517","36.043551 -93.73887",0.16282
"36.043492 -93.58754","36.043497 -93.587631",0.0082
"36.043508 -93.75852","36.045429 -93.759169",0.22129
"36.043621 -93.633331","36.04368 -93.634167",0.0754
"36.043792 -93.58901","36.044191 -93.58965",0.07261
"36.044018 -93.70633","36.044098 -93.706571",0.02341
"36.044747 -93.442958","36.044822 -93.442792",0.01709
"36.044881 -93.723447","36.045182 -93.723168",0.0418
"36.044962 -93.750849","36.046759 -93.753381",0.30271
"36.044999 -93.44217","36.045058 -93.441601",0.05154
"36.04559 -93.673682","36.045611 -93.673902",0.0199
"36.045788 -93.722911","36.046367 -93.722407",0.07868
"36.046019 -93.532211","36.046711 -93.533509",0.13969
"36.046367 -93.722407","36.046448 -93.722391",0.00912
"36.04678 -93.7056","36.049714 -93.705867",0.32692
"36.047698 -93.614217","36.04781 -93.615027",0.07383
"36.048701 -93.518559","36.049162 -93.51857",0.05124
"36.048862 -93.60373","36.049028 -93.603515",0.02671
"36.049082 -93.740431","36.049559 -93.740689",0.05785
"36.049141 -93.514949","36.04928 -93.515281",0.03359
"36.049162 -93.51857","36.050198 -93.518521",0.11521
"36.049232 -93.757849","36.049822 -93.757817",0.06563
"36.049259 -93.593189","36.049591 -93.593629",0.05407
"36.049366 -93.515625","36.04943 -93.515619",0.00713
"36.049768 -93.663409","36.049951 -93.664117",0.06678
"36.049999 -93.657288","36.050058 -93.656939",0.03203
"36.050267 -93.518157","36.050321 -93.518291",0.01345
"36.050289 -93.5185","36.050342 -93.518452",0.0073
"36.05045 -93.740898","36.050798 -93.741209",0.04771
"36.050552 -93.569751","36.050648 -93.570181",0.04008
"36.050578 -93.518178","36.050589 -93.518258",0.00729
"36.051029 -93.762581","36.05104 -93.762758",0.01595
"36.05141 -93.666788","36.051418 -93.666893",0.00948
"36.051418 -93.666893","36.05149 -93.66777",0.0792
"36.052161 -93.518419","36.052778 -93.518537",0.06938
"36.05244 -93.597539","36.052638 -93.597169",0.03986
"36.052671 -93.723147","36.052901 -93.723667",0.05325
"36.053148 -93.452759","36.053219 -93.452783",0.00818
"36.053861 -93.519079","36.053969 -93.519208",0.01668
"36.053931 -93.62316","36.05406 -93.623058",0.01701
"36.054688 -93.792997","36.054709 -93.793888",0.08008
"36.055429 -93.746857","36.055878 -93.746831",0.04995
"36.05553 -93.632639","36.055718 -93.632939",0.0341
"36.055819 -93.530929","36.056018 -93.531262",0.0372
"36.055868 -93.515362","36.057418 -93.516719",0.21102
"36.056238 -93.757511","36.056742 -93.757528",0.05603
"36.057198 -93.788411","36.057322 -93.788228",0.02145
"36.057389 -93.757712","36.058711 -93.758171",0.15258
"36.057568 -93.641061","36.057751 -93.641967",0.08389
"36.057778 -93.5461","36.058158 -93.545848",0.04791
"36.058319 -93.552719","36.05877 -93.550869",0.17359
"36.05914 -93.701367","36.059301 -93.701507",0.02187
"36.059521 -93.73961","36.059811 -93.73975",0.03459
"36.060191 -93.522368","36.060771 -93.522711",0.07144
"36.060208 -93.56936","36.060369 -93.567198",0.19504
"36.060631 -93.727138","36.063051 -93.727728",0.2741
"36.060771 -93.522711","36.061372 -93.52307",0.07417
"36.060808 -93.543552","36.060932 -93.543519",0.01409
"36.060867 -93.758397","36.062842 -93.758021",0.22206
"36.062391 -93.741617","36.062552 -93.741429",0.0246
"36.062439 -93.442277","36.062482 -93.441628",0.0585
"36.06252 -93.521381","36.062788 -93.520839",0.05707
"36.062552 -93.741429","36.062852 -93.740281",0.10838
"36.06282 -93.524647","36.06289 -93.524889",0.02309
"36.063051 -93.727728","36.06392 -93.728088",0.10184
"36.06312 -93.50444","36.063228 -93.504247",0.02109
"36.063238 -93.702687","36.063238 -93.700107",0.23176
"36.063378 -93.707617","36.063829 -93.707628",0.05013
"36.063389 -93.4895","36.0637 -93.489478",0.03462
"36.064172 -93.624731","36.064311 -93.624941",0.02438
"36.064487 -93.736772","36.064869 -93.736429",0.05245
"36.064869 -93.736429","36.065282 -93.736091",0.05503
"36.064939 -93.514922","36.065159 -93.514922",0.02445
"36.065481 -93.656988","36.065502 -93.656591",0.03574
"36.067938 -93.537211","36.069971 -93.536159",0.24488
"36.068469 -93.508329","36.068501 -93.508447",0.01118
"36.068608 -93.542259","36.068828 -93.542742",0.0498
"36.068662 -93.71826","36.068732 -93.718367",0.01236
"36.068721 -93.79517","36.069231 -93.794381",0.09074
"36.068839 -93.653361","36.069912 -93.653817",0.12608
"36.069048 -93.75248","36.069268 -93.753011",0.0536
"36.069638 -93.793641","36.069729 -93.79348",0.01765
"36.069692 -93.53491","36.070089 -93.535017",0.04515
"36.070121 -93.60587","36.070191 -93.605672",0.01941
"36.070459 -93.463488","36.070529 -93.463718",0.02207
"36.070609 -93.602807","36.070668 -93.60314",0.03062
"36.07077 -93.502541","36.071451 -93.502251",0.08003
"36.070808 -93.751037","36.07099 -93.750962",0.02132
"36.07084 -93.573179","36.071221 -93.573169",0.04235
"36.071698 -93.701239","36.071999 -93.701078",0.03644
"36.072261 -93.78907","36.072878 -93.787499",0.15688
"36.072948 -93.787322","36.07386 -93.785187",0.2169
"36.073651 -93.657728","36.073674 -93.65775",0.00323
"36.074761 -93.511928","36.074799 -93.511419",0.04591
"36.07541 -93.74829","36.075528 -93.748682",0.03757
"36.075459 -93.58372","36.07717 -93.58232",0.22795
"36.075539 -93.780841","36.075818 -93.780788",0.03137
"36.076049 -93.688327","36.07724 -93.687248",0.16404
"36.076612 -93.77883","36.07702 -93.776598",0.20553
"36.077207 -93.467559","36.077272 -93.467688",0.01365
"36.077218 -93.492171","36.078248 -93.49142",0.13285
"36.077368 -93.7756","36.07761 -93.775177",0.04655
"36.077739 -93.774989","36.078001 -93.774667",0.04104
"36.07783 -93.766298","36.078152 -93.766459",0.03859
"36.078017 -93.442438","36.078087 -93.442379",0.00941
"36.078339 -93.77434","36.078731 -93.774029",0.05175
"36.078363 -93.491368","36.078595 -93.491263",0.02745
"36.078549 -93.732787","36.078661 -93.732819",0.01277
"36.079289 -93.63274","36.079707 -93.633459",0.07955
"36.07953 -93.744009","36.080142 -93.743677",0.07426
"36.0796 -93.7268","36.07975 -93.726451",0.0355
"36.079879 -93.63398","36.0799 -93.634178",0.01794
"36.080549 -93.605859","36.081032 -93.605741",0.05471
"36.080748 -93.68425","36.080871 -93.683761",0.04599
"36.081129 -93.772248","36.08174 -93.771781",0.07981
"36.081472 -93.655137","36.081901 -93.656027",0.09307
"36.081708 -93.63347","36.081799 -93.633749",0.02702
"36.081992 -93.439552","36.082357 -93.439069",0.05939
"36.082089 -93.448709","36.082137 -93.448827",0.01186
"36.08225 -93.582717","36.0824 -93.582369",0.03542
"36.0824 -93.582369","36.082652 -93.582261",0.02964
"36.082507 -93.64091","36.082518 -93.641817",0.08146
"36.083028 -93.488717","36.083639 -93.48847",0.07143
"36.083151 -93.44969","36.083242 -93.44998",0.02794
"36.083468 -93.575218","36.083537 -93.57517",0.0088
"36.0835 -93.734841","36.083618 -93.734879",0.01355
"36.083849 -93.683778","36.08417 -93.683327",0.05397
"36.084138 -93.451981","36.084482 -93.452641",0.07053
"36.08431 -93.435587","36.0846 -93.435727",0.03459
"36.085458 -93.739948","36.085522 -93.742019",0.18612
"36.085549 -93.482269","36.08593 -93.482",0.04875
"36.085581 -93.57923","36.086048 -93.578469",0.08581
"36.085898 -93.560611","36.086161 -93.560739",0.03141
"36.086118 -93.594691","36.086407 -93.594498",0.03649
"36.086407 -93.566249","36.087051 -93.565889",0.07853
"36.086542 -93.741177","36.086542 -93.741107",0.00629
"36.086729 -93.536878","36.086772 -93.536701",0.0166
"36.086912 -93.670721","36.086981 -93.670442",0.0262
"36.087207 -93.66788","36.087212 -93.666177",0.15293
"36.087239 -93.60307","36.087352 -93.603022",0.01328
"36.087352 -93.603022","36.0874 -93.602909",0.01146
"36.087368 -93.759217","36.087802 -93.760049",0.08893
"36.0874 -93.73571","36.087749 -93.735721",0.0388
"36.087411 -93.736161","36.087421 -93.736558",0.03567
"36.087668 -93.73143","36.087781 -93.731381",0.01331
"36.087808 -93.726081","36.087958 -93.726457",0.03766
"36.087818 -93.573748","36.087958 -93.573131",0.05755
"36.087872 -93.727009","36.08799 -93.72665",0.0348
"36.088162 -93.444508","36.088462 -93.445077",0.06101
"36.088408 -93.51327","36.088521 -93.513259",0.0126
"36.088408 -93.636528","36.089031 -93.63627",0.073
"36.088762 -93.505947","36.088988 -93.50606",0.02709
"36.090039 -93.549597","36.09012 -93.549968",0.03451
"36.09012 -93.549968","36.090458 -93.550729",0.07798
"36.091289 -93.7335","36.093032 -93.733377",0.19401
"36.09153 -93.56473","36.092201 -93.56436",0.08163
"36.091622 -93.43599","36.092721 -93.435931",0.12224
"36.091938 -93.582079","36.09196 -93.582347",0.02419
"36.092517 -93.576468","36.09255 -93.576237",0.02106
"36.09255 -93.656698","36.092571 -93.657229",0.04774
